No.	Name	Description	Block	Sub-Block	
3500	CATS2D_04_NN	CATS2D Negative-Negative at lag 04	Pharmacophore descriptors	CATS 2D descriptors	
3501	CATS2D_05_NN	CATS2D Negative-Negative at lag 05	Pharmacophore descriptors	CATS 2D descriptors	
3502	CATS2D_06_NN	CATS2D Negative-Negative at lag 06	Pharmacophore descriptors	CATS 2D descriptors	
3503	CATS2D_07_NN	CATS2D Negative-Negative at lag 07	Pharmacophore descriptors	CATS 2D descriptors	
3504	CATS2D_08_NN	CATS2D Negative-Negative at lag 08	Pharmacophore descriptors	CATS 2D descriptors	
3505	CATS2D_09_NN	CATS2D Negative-Negative at lag 09	Pharmacophore descriptors	CATS 2D descriptors	
3506	CATS2D_00_NL	CATS2D Negative-Lipophilic at lag 00 (number of negative-lipophilic atoms)	Pharmacophore descriptors	CATS 2D descriptors	
3507	CATS2D_01_NL	CATS2D Negative-Lipophilic at lag 01	Pharmacophore descriptors	CATS 2D descriptors	
3508	CATS2D_02_NL	CATS2D Negative-Lipophilic at lag 02	Pharmacophore descriptors	CATS 2D descriptors	
3509	CATS2D_03_NL	CATS2D Negative-Lipophilic at lag 03	Pharmacophore descriptors	CATS 2D descriptors	
3510	CATS2D_04_NL	CATS2D Negative-Lipophilic at lag 04	Pharmacophore descriptors	CATS 2D descriptors	
3511	CATS2D_05_NL	CATS2D Negative-Lipophilic at lag 05	Pharmacophore descriptors	CATS 2D descriptors	
3512	CATS2D_06_NL	CATS2D Negative-Lipophilic at lag 06	Pharmacophore descriptors	CATS 2D descriptors	
3513	CATS2D_07_NL	CATS2D Negative-Lipophilic at lag 07	Pharmacophore descriptors	CATS 2D descriptors	
3514	CATS2D_08_NL	CATS2D Negative-Lipophilic at lag 08	Pharmacophore descriptors	CATS 2D descriptors	
3515	CATS2D_09_NL	CATS2D Negative-Lipophilic at lag 09	Pharmacophore descriptors	CATS 2D descriptors	
3516	CATS2D_00_LL	CATS2D Lipophilic-Lipophilic at lag 00 (number of lipohilic atoms)	Pharmacophore descriptors	CATS 2D descriptors	
3517	CATS2D_01_LL	CATS2D Lipophilic-Lipophilic at lag 01	Pharmacophore descriptors	CATS 2D descriptors	
3518	CATS2D_02_LL	CATS2D Lipophilic-Lipophilic at lag 02	Pharmacophore descriptors	CATS 2D descriptors	
3519	CATS2D_03_LL	CATS2D Lipophilic-Lipophilic at lag 03	Pharmacophore descriptors	CATS 2D descriptors	
3520	CATS2D_04_LL	CATS2D Lipophilic-Lipophilic at lag 04	Pharmacophore descriptors	CATS 2D descriptors	
3521	CATS2D_05_LL	CATS2D Lipophilic-Lipophilic at lag 05	Pharmacophore descriptors	CATS 2D descriptors	
3522	CATS2D_06_LL	CATS2D Lipophilic-Lipophilic at lag 06	Pharmacophore descriptors	CATS 2D descriptors	
3523	CATS2D_07_LL	CATS2D Lipophilic-Lipophilic at lag 07	Pharmacophore descriptors	CATS 2D descriptors	
3524	CATS2D_08_LL	CATS2D Lipophilic-Lipophilic at lag 08	Pharmacophore descriptors	CATS 2D descriptors	
3525	CATS2D_09_LL	CATS2D Lipophilic-Lipophilic at lag 09	Pharmacophore descriptors	CATS 2D descriptors	
3526	SHED_DD	SHED Donor-Donor	Pharmacophore descriptors	SHED descriptors	
3527	SHED_DA	SHED Donor-Acceptor	Pharmacophore descriptors	SHED descriptors	
3528	SHED_DP	SHED Donor-Positive	Pharmacophore descriptors	SHED descriptors	
3529	SHED_DN	SHED Donor-Negative	Pharmacophore descriptors	SHED descriptors	
3530	SHED_DL	SHED Donor-Lipophilic	Pharmacophore descriptors	SHED descriptors	
3531	SHED_AA	SHED Acceptor-Acceptor	Pharmacophore descriptors	SHED descriptors	
3532	SHED_AP	SHED Acceptor-Positive	Pharmacophore descriptors	SHED descriptors	
3533	SHED_AN	SHED Acceptor-Negative	Pharmacophore descriptors	SHED descriptors	
3534	SHED_AL	SHED Acceptor-Lipophilic	Pharmacophore descriptors	SHED descriptors	
3535	SHED_PP	SHED Positive-Positive	Pharmacophore descriptors	SHED descriptors	
3536	SHED_PN	SHED Positive-Negative	Pharmacophore descriptors	SHED descriptors	
3537	SHED_PL	SHED Positive-Lipophilic	Pharmacophore descriptors	SHED descriptors	
3538	SHED_NN	SHED Negative-Negative	Pharmacophore descriptors	SHED descriptors	
3539	SHED_NL	SHED Negative-Lipophilic	Pharmacophore descriptors	SHED descriptors	
3540	SHED_LL	SHED Lipophilic-Lipophilic	Pharmacophore descriptors	SHED descriptors	
3541	T(N..N)	sum of topological distances between N..N	2D Atom Pairs	Weighted topological atom pairs	
3542	T(N..O)	sum of topological distances between N..O	2D Atom Pairs	Weighted topological atom pairs	
3543	T(N..S)	sum of topological distances between N..S	2D Atom Pairs	Weighted topological atom pairs	
3544	T(N..P)	sum of topological distances between N..P	2D Atom Pairs	Weighted topological atom pairs	
3545	T(N..F)	sum of topological distances between N..F	2D Atom Pairs	Weighted topological atom pairs	
3546	T(N..Cl)	sum of topological distances between N..Cl	2D Atom Pairs	Weighted topological atom pairs	
3547	T(N..Br)	sum of topological distances between N..Br	2D Atom Pairs	Weighted topological atom pairs	
3548	T(N..I)	sum of topological distances between N..I	2D Atom Pairs	Weighted topological atom pairs	
3549	T(O..O)	sum of topological distances between O..O	2D Atom Pairs	Weighted topological atom pairs	
3550	T(O..S)	sum of topological distances between O..S	2D Atom Pairs	Weighted topological atom pairs	
3551	T(O..P)	sum of topological distances between O..P	2D Atom Pairs	Weighted topological atom pairs	
3552	T(O..F)	sum of topological distances between O..F	2D Atom Pairs	Weighted topological atom pairs	
3553	T(O..Cl)	sum of topological distances between O..Cl	2D Atom Pairs	Weighted topological atom pairs	
3554	T(O..Br)	sum of topological distances between O..Br	2D Atom Pairs	Weighted topological atom pairs	
3555	T(O..I)	sum of topological distances between O..I	2D Atom Pairs	Weighted topological atom pairs	
3556	T(S..S)	sum of topological distances between S..S	2D Atom Pairs	Weighted topological atom pairs	
3557	T(S..P)	sum of topological distances between S..P	2D Atom Pairs	Weighted topological atom pairs	
3558	T(S..F)	sum of topological distances between S..F	2D Atom Pairs	Weighted topological atom pairs	
3559	T(S..Cl)	sum of topological distances between S..Cl	2D Atom Pairs	Weighted topological atom pairs	
3560	T(S..Br)	sum of topological distances between S..Br	2D Atom Pairs	Weighted topological atom pairs	
3561	T(S..I)	sum of topological distances between S..I	2D Atom Pairs	Weighted topological atom pairs	
3562	T(P..P)	sum of topological distances between P..P	2D Atom Pairs	Weighted topological atom pairs	
3563	T(P..F)	sum of topological distances between P..F	2D Atom Pairs	Weighted topological atom pairs	
3564	T(P..Cl)	sum of topological distances between P..Cl	2D Atom Pairs	Weighted topological atom pairs	
3565	T(P..Br)	sum of topological distances between P..Br	2D Atom Pairs	Weighted topological atom pairs	
3566	T(P..I)	sum of topological distances between P..I	2D Atom Pairs	Weighted topological atom pairs	
3567	T(F..F)	sum of topological distances between F..F	2D Atom Pairs	Weighted topological atom pairs	
3568	T(F..Cl)	sum of topological distances between F..Cl	2D Atom Pairs	Weighted topological atom pairs	
3569	T(F..Br)	sum of topological distances between F..Br	2D Atom Pairs	Weighted topological atom pairs	
3570	T(F..I)	sum of topological distances between F..I	2D Atom Pairs	Weighted topological atom pairs	
3571	T(Cl..Cl)	sum of topological distances between Cl..Cl	2D Atom Pairs	Weighted topological atom pairs	
3572	T(Cl..Br)	sum of topological distances between Cl..Br	2D Atom Pairs	Weighted topological atom pairs	
3573	T(Cl..I)	sum of topological distances between Cl..I	2D Atom Pairs	Weighted topological atom pairs	
3574	T(Br..Br)	sum of topological distances between Br..Br	2D Atom Pairs	Weighted topological atom pairs	
3575	T(Br..I)	sum of topological distances between Br..I	2D Atom Pairs	Weighted topological atom pairs	
3576	T(I..I)	sum of topological distances between I..I	2D Atom Pairs	Weighted topological atom pairs	
3577	B01[C-C]	Presence/absence of C - C at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3578	B01[C-N]	Presence/absence of C - N at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3579	B01[C-O]	Presence/absence of C - O at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3580	B01[C-S]	Presence/absence of C - S at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3581	B01[C-P]	Presence/absence of C - P at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3582	B01[C-F]	Presence/absence of C - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3583	B01[C-Cl]	Presence/absence of C - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3584	B01[C-Br]	Presence/absence of C - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3585	B01[C-I]	Presence/absence of C - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3586	B01[C-B]	Presence/absence of C - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3587	B01[C-Si]	Presence/absence of C - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3588	B01[C-X]	Presence/absence of C - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3589	B01[N-N]	Presence/absence of N - N at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3590	B01[N-O]	Presence/absence of N - O at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3591	B01[N-S]	Presence/absence of N - S at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3592	B01[N-P]	Presence/absence of N - P at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3593	B01[N-F]	Presence/absence of N - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3594	B01[N-Cl]	Presence/absence of N - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3595	B01[N-Br]	Presence/absence of N - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3596	B01[N-I]	Presence/absence of N - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3597	B01[N-B]	Presence/absence of N - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3598	B01[N-Si]	Presence/absence of N - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3599	B01[N-X]	Presence/absence of N - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3600	B01[O-O]	Presence/absence of O - O at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3601	B01[O-S]	Presence/absence of O - S at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3602	B01[O-P]	Presence/absence of O - P at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3603	B01[O-F]	Presence/absence of O - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3604	B01[O-Cl]	Presence/absence of O - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3605	B01[O-Br]	Presence/absence of O - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3606	B01[O-I]	Presence/absence of O - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3607	B01[O-B]	Presence/absence of O - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3608	B01[O-Si]	Presence/absence of O - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3609	B01[O-X]	Presence/absence of O - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3610	B01[S-S]	Presence/absence of S - S at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3611	B01[S-P]	Presence/absence of S - P at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3612	B01[S-F]	Presence/absence of S - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3613	B01[S-Cl]	Presence/absence of S - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3614	B01[S-Br]	Presence/absence of S - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3615	B01[S-I]	Presence/absence of S - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3616	B01[S-B]	Presence/absence of S - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3617	B01[S-Si]	Presence/absence of S - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3618	B01[S-X]	Presence/absence of S - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3619	B01[P-P]	Presence/absence of P - P at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3620	B01[P-F]	Presence/absence of P - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3621	B01[P-Cl]	Presence/absence of P - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3622	B01[P-Br]	Presence/absence of P - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3623	B01[P-I]	Presence/absence of P - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3624	B01[P-B]	Presence/absence of P - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3625	B01[P-Si]	Presence/absence of P - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3626	B01[P-X]	Presence/absence of P - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3627	B01[F-F]	Presence/absence of F - F at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3628	B01[F-Cl]	Presence/absence of F - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3629	B01[F-Br]	Presence/absence of F - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3630	B01[F-I]	Presence/absence of F - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3631	B01[F-B]	Presence/absence of F - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3632	B01[F-Si]	Presence/absence of F - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3633	B01[F-X]	Presence/absence of F - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3634	B01[Cl-Cl]	Presence/absence of Cl - Cl at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3635	B01[Cl-Br]	Presence/absence of Cl - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3636	B01[Cl-I]	Presence/absence of Cl - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3637	B01[Cl-B]	Presence/absence of Cl - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3638	B01[Cl-Si]	Presence/absence of Cl - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3639	B01[Cl-X]	Presence/absence of Cl - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3640	B01[Br-Br]	Presence/absence of Br - Br at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3641	B01[Br-I]	Presence/absence of Br - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3642	B01[Br-B]	Presence/absence of Br - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3643	B01[Br-Si]	Presence/absence of Br - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3644	B01[Br-X]	Presence/absence of Br - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3645	B01[I-I]	Presence/absence of I - I at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3646	B01[I-B]	Presence/absence of I - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3647	B01[I-Si]	Presence/absence of I - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3648	B01[I-X]	Presence/absence of I - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3649	B01[B-B]	Presence/absence of B - B at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3650	B01[B-Si]	Presence/absence of B - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3651	B01[B-X]	Presence/absence of B - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3652	B01[Si-Si]	Presence/absence of Si - Si at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3653	B01[Si-X]	Presence/absence of Si - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3654	B01[X-X]	Presence/absence of X - X at topological distance 1	2D Atom Pairs	Binary Atom Pairs of order 1	
3655	B02[C-C]	Presence/absence of C - C at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3656	B02[C-N]	Presence/absence of C - N at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3657	B02[C-O]	Presence/absence of C - O at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3658	B02[C-S]	Presence/absence of C - S at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3659	B02[C-P]	Presence/absence of C - P at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3660	B02[C-F]	Presence/absence of C - F at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3661	B02[C-Cl]	Presence/absence of C - Cl at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3662	B02[C-Br]	Presence/absence of C - Br at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3663	B02[C-I]	Presence/absence of C - I at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3664	B02[C-B]	Presence/absence of C - B at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3665	B02[C-Si]	Presence/absence of C - Si at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3666	B02[C-X]	Presence/absence of C - X at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3667	B02[N-N]	Presence/absence of N - N at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3668	B02[N-O]	Presence/absence of N - O at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3669	B02[N-S]	Presence/absence of N - S at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3670	B02[N-P]	Presence/absence of N - P at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3671	B02[N-F]	Presence/absence of N - F at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3672	B02[N-Cl]	Presence/absence of N - Cl at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3673	B02[N-Br]	Presence/absence of N - Br at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3674	B02[N-I]	Presence/absence of N - I at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3675	B02[N-B]	Presence/absence of N - B at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3676	B02[N-Si]	Presence/absence of N - Si at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3677	B02[N-X]	Presence/absence of N - X at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3678	B02[O-O]	Presence/absence of O - O at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3679	B02[O-S]	Presence/absence of O - S at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3680	B02[O-P]	Presence/absence of O - P at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3681	B02[O-F]	Presence/absence of O - F at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3682	B02[O-Cl]	Presence/absence of O - Cl at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3683	B02[O-Br]	Presence/absence of O - Br at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3684	B02[O-I]	Presence/absence of O - I at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3685	B02[O-B]	Presence/absence of O - B at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3686	B02[O-Si]	Presence/absence of O - Si at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3687	B02[O-X]	Presence/absence of O - X at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3688	B02[S-S]	Presence/absence of S - S at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
3689	B02[S-P]	Presence/absence of S - P at topological distance 2	2D Atom Pairs	Binary Atom Pairs of order 2	
