No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES20_Isol	WHALES30_Isol	WHALES40_Isol	WHALES50_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES70_IR	WHALES80_IR	WHALES90_IR	WHALES100_IR
525	Cefamandole	-2.806	-2.207	-1.741	-1.383	-1.017	-0.935	-0.513	0.559	0.647	0.955	2.191	-0.255	-0.18	-0.172	-0.147	-0.109	-0.075	-0.06	0.058	0.088	0.148	0.221	-0.334	-0.214	-0.134	-0.1	-0.093	-0.051	0.061	0.13	0.15	0.395
526	Sulbenicillin	-3.643	-3.186	-2.214	-1.636	-1.212	-0.883	-0.434	0.35	0.597	0.708	1.682	-0.348	-0.238	-0.18	-0.154	-0.131	-0.113	-0.079	0.08	0.107	0.15	0.194	-0.698	-0.291	-0.154	-0.113	-0.083	-0.058	0.075	0.165	0.253	0.491
527	BL-S217	-1.841	-1.084	-0.937	-0.781	0.349	0.597	0.864	0.928	1.113	1.532	2.859	-0.204	-0.133	-0.085	-0.059	0.016	0.045	0.06	0.079	0.1	0.122	0.154	-0.367	-0.172	-0.088	-0.048	0.013	0.023	0.08	0.099	0.174	0.521
528	Cefotaxime	-2.555	-1.437	-1.128	-0.862	-0.674	0.476	0.696	0.848	0.96	1.41	1.986	-0.214	-0.165	-0.101	-0.072	-0.064	0.051	0.07	0.092	0.105	0.119	0.149	-0.258	-0.157	-0.145	-0.059	-0.045	0.03	0.103	0.129	0.152	0.321
529	Cefaclor	-3.756	-2.66	-1.915	-1.416	-1.04	-0.807	-0.472	0.552	0.69	0.84	2.236	-0.328	-0.248	-0.2	-0.168	-0.143	-0.121	-0.078	0.07	0.116	0.138	0.252	-0.375	-0.277	-0.175	-0.147	-0.082	-0.053	0.059	0.13	0.23	0.431
530	Cefotaxime	-2.14	-1.616	-1.165	-0.897	-0.475	0.349	0.56	0.788	1.009	1.401	1.938	-0.249	-0.179	-0.13	-0.095	-0.037	0.03	0.077	0.121	0.135	0.168	0.237	-0.467	-0.186	-0.11	-0.067	-0.034	0.037	0.117	0.156	0.222	0.495
531	Nocardicin B	-2.369	-1.352	-1.125	-0.909	-0.705	-0.58	-0.36	0.612	0.667	0.838	1.563	-0.131	-0.076	-0.062	-0.049	-0.045	-0.031	-0.017	0.039	0.067	0.108	0.137	-0.211	-0.129	-0.091	-0.062	-0.044	-0.026	0.055	0.1	0.142	0.216
532	Piperacillin	-3.521	-2.229	-1.752	-1.3	-1.177	-0.681	-0.269	0.647	0.839	1.142	1.945	-0.263	-0.158	-0.099	-0.084	-0.062	-0.048	-0.025	0.052	0.096	0.122	0.222	-0.35	-0.164	-0.113	-0.064	-0.042	-0.023	0.048	0.082	0.164	0.265
533	Cefmetazole	-2.38	-1.759	-1.308	-1.066	-0.79	-0.406	0.368	0.657	1.189	1.899	3.387	-0.237	-0.174	-0.153	-0.103	-0.044	-0.011	0.041	0.087	0.123	0.154	0.178	-0.409	-0.173	-0.135	-0.07	-0.039	-0.01	0.059	0.114	0.198	0.532
534	Ceftriaxone	-2.105	-1.562	-1.346	-1.118	-0.813	-0.593	0.672	0.73	0.921	1.227	2.021	-0.238	-0.172	-0.117	-0.105	-0.081	-0.062	0.044	0.075	0.103	0.125	0.201	-0.481	-0.186	-0.133	-0.084	-0.061	-0.036	0.073	0.105	0.167	0.238
535	Sulbenicillin	-3.558	-3.165	-2.085	-1.355	-1.218	-1.079	-0.564	0.403	0.53	0.7	1.782	-0.352	-0.208	-0.169	-0.161	-0.149	-0.119	-0.071	0.082	0.125	0.158	0.296	-0.477	-0.198	-0.182	-0.125	-0.082	-0.055	0.06	0.24	0.301	0.407
536	Cefuroxime	-2.237	-1.502	-1.323	-0.99	-0.738	-0.525	0.503	0.605	0.834	1.167	2.516	-0.246	-0.192	-0.12	-0.1	-0.09	-0.072	0.089	0.114	0.149	0.171	0.251	-0.301	-0.142	-0.12	-0.096	-0.073	-0.057	0.092	0.235	0.286	0.544
537	Ceftizoxime	-2.237	-1.745	-1.136	-0.921	-0.877	-0.39	0.513	0.586	0.792	1.301	2.76	-0.285	-0.189	-0.155	-0.119	-0.088	-0.055	0.078	0.129	0.159	0.193	0.24	-0.32	-0.248	-0.119	-0.082	-0.074	-0.059	0.146	0.195	0.233	0.364
538	Ceftizoxime	-2.711	-1.537	-1.271	-0.873	-0.663	-0.581	0.547	0.668	0.956	1.193	2.317	-0.189	-0.152	-0.137	-0.098	-0.059	-0.031	0.062	0.098	0.128	0.151	0.185	-0.253	-0.222	-0.164	-0.074	-0.034	-0.02	0.089	0.136	0.247	0.312
539	LY097964	-3.071	-1.899	-1.259	-0.898	-0.731	-0.491	0.51	0.662	0.872	1.579	2.204	-0.253	-0.185	-0.157	-0.11	-0.089	-0.047	0.088	0.104	0.125	0.172	0.208	-0.393	-0.266	-0.104	-0.085	-0.06	-0.03	0.108	0.155	0.21	0.644
540	Piperacillin	-4.414	-2.158	-1.84	-1.401	-1.045	-0.617	-0.396	0.596	0.841	1.012	1.541	-0.232	-0.184	-0.145	-0.116	-0.098	-0.067	-0.035	0.056	0.082	0.117	0.206	-0.587	-0.182	-0.121	-0.096	-0.053	-0.031	0.054	0.115	0.162	0.739
541	BL-S217	-1.915	-1.336	-0.938	-0.763	0.316	0.641	0.862	0.956	1.122	1.431	2.789	-0.273	-0.115	-0.089	-0.055	0.025	0.043	0.06	0.076	0.098	0.116	0.158	-0.403	-0.154	-0.065	-0.048	0.019	0.037	0.064	0.112	0.19	0.532
542	Cephalothin	-3.564	-2.097	-1.602	-1.211	-0.827	-0.038	0.598	0.807	0.93	1.214	2.154	-0.385	-0.257	-0.192	-0.154	-0.134	-0.036	0.088	0.139	0.169	0.218	0.372	-0.377	-0.205	-0.174	-0.125	-0.089	-0.015	0.145	0.169	0.283	0.621
543	Piperacillin	-3.259	-2.581	-1.49	-1.265	-1.158	-0.734	-0.441	0.661	0.76	1.165	1.894	-0.332	-0.153	-0.099	-0.089	-0.066	-0.044	-0.023	0.071	0.1	0.123	0.168	-0.276	-0.223	-0.103	-0.072	-0.043	-0.025	0.067	0.117	0.171	0.19
544	Cefaclor	-3.386	-2.442	-1.794	-1.457	-1.049	-0.829	-0.528	0.564	0.665	0.832	2.16	-0.339	-0.241	-0.192	-0.161	-0.148	-0.13	-0.093	0.086	0.129	0.17	0.232	-0.334	-0.281	-0.172	-0.137	-0.088	-0.06	0.067	0.153	0.277	0.34
545	Nalidixic acid	-4.964	-1.732	-1.593	-1.38	-0.935	-0.807	0.424	0.512	0.543	0.875	2.155	-0.329	-0.221	-0.104	-0.092	-0.066	-0.034	0.06	0.079	0.119	0.155	0.188	-0.355	-0.117	-0.065	-0.059	-0.049	-0.018	0.14	0.194	0.33	0.483
546	BL-S217	-2.537	-1.217	-0.94	-0.777	0.343	0.636	0.873	0.98	1.139	1.766	2.72	-0.264	-0.117	-0.097	-0.073	0.019	0.052	0.082	0.099	0.108	0.124	0.147	-0.269	-0.188	-0.087	-0.048	0.014	0.028	0.094	0.116	0.159	0.489
547	Cefuroxime	-2.198	-1.466	-1.189	-0.989	-0.759	-0.587	0.467	0.619	0.898	1.142	2.96	-0.194	-0.143	-0.106	-0.079	-0.053	-0.035	0.05	0.074	0.098	0.113	0.198	-0.271	-0.147	-0.085	-0.06	-0.045	-0.023	0.075	0.088	0.158	0.357
548	Nalidixic acid	-17.441	-1.673	-1.161	-1.002	-0.798	-0.619	0.385	0.476	0.49	0.809	1.56	-0.319	-0.198	-0.113	-0.078	-0.062	-0.047	0.073	0.094	0.133	0.145	0.16	-0.359	-0.165	-0.076	-0.06	-0.042	-0.018	0.197	0.282	0.314	0.502
549	Piperacillin	-4.096	-2.535	-1.518	-1.348	-1.184	-0.499	-0.408	0.611	0.81	0.972	2.352	-0.28	-0.18	-0.126	-0.102	-0.077	-0.054	-0.027	0.062	0.097	0.111	0.18	-0.687	-0.209	-0.114	-0.071	-0.046	-0.032	0.06	0.115	0.157	0.323
550	Cephaloglycin	-2.812	-2.039	-1.708	-1.343	-0.929	-0.659	0.331	0.488	0.89	1.245	2.041	-0.301	-0.26	-0.175	-0.134	-0.127	-0.109	0.071	0.103	0.139	0.214	0.303	-0.445	-0.198	-0.151	-0.116	-0.094	-0.061	0.107	0.195	0.251	0.677
551	Nocardicin B	-2.147	-1.479	-1.168	-0.923	-0.734	-0.635	-0.306	0.588	0.684	0.925	1.436	-0.172	-0.077	-0.046	-0.038	-0.031	-0.02	-0.013	0.03	0.037	0.076	0.173	-0.446	-0.082	-0.049	-0.041	-0.037	-0.018	0.038	0.063	0.125	0.21
552	Nalidixic acid	-18.089	-1.456	-1.089	-1.065	-0.807	-0.636	0.362	0.451	0.464	0.707	1.631	-0.334	-0.176	-0.075	-0.071	-0.058	-0.03	0.061	0.079	0.111	0.128	0.172	-0.257	-0.131	-0.068	-0.055	-0.032	-0.018	0.135	0.246	0.28	0.705
553	LY097964	-2.179	-1.72	-1.176	-1.075	-0.74	-0.533	0.456	0.599	0.903	1.048	2.738	-0.19	-0.134	-0.117	-0.098	-0.084	-0.06	0.052	0.094	0.12	0.143	0.285	-0.262	-0.195	-0.09	-0.08	-0.056	-0.044	0.101	0.159	0.206	0.304
554	BL-S217	-1.757	-1.248	-0.995	-0.795	0.314	0.626	0.737	0.95	1.112	1.492	2.776	-0.287	-0.11	-0.092	-0.066	0.037	0.042	0.072	0.085	0.106	0.117	0.136	-0.334	-0.157	-0.08	-0.055	0.024	0.034	0.082	0.101	0.191	0.374
555	Piperacillin	-4.058	-2.065	-1.861	-1.412	-1.092	-0.655	-0.284	0.537	0.692	0.978	1.846	-0.201	-0.169	-0.135	-0.101	-0.082	-0.068	-0.029	0.082	0.119	0.135	0.268	-0.404	-0.188	-0.113	-0.077	-0.054	-0.036	0.102	0.149	0.221	0.434
556	Cephalosporin C	-1.938	-1.281	-1.073	-0.953	-0.814	0.354	0.706	0.863	1.047	1.156	1.545	-0.187	-0.142	-0.131	-0.085	-0.044	0.022	0.065	0.096	0.12	0.136	0.166	-0.275	-0.164	-0.089	-0.081	-0.032	0.036	0.08	0.122	0.17	0.468
557	Cefoxitin	-3.646	-2.56	-1.423	-1.187	-0.84	-0.525	0.475	0.614	0.86	1.377	2.493	-0.25	-0.178	-0.148	-0.124	-0.092	-0.053	0.063	0.093	0.111	0.163	0.213	-0.315	-0.155	-0.115	-0.072	-0.052	-0.039	0.092	0.158	0.207	0.276
558	BL-S217	-1.749	-1.266	-1.036	-0.796	0.317	0.661	0.735	0.92	1.093	1.536	2.77	-0.276	-0.111	-0.093	-0.076	0.041	0.077	0.089	0.112	0.117	0.121	0.143	-0.301	-0.173	-0.082	-0.066	0.032	0.053	0.109	0.149	0.199	0.426
559	BL-S217	-2.131	-1.166	-1.013	-0.783	0.356	0.638	0.825	1.016	1.129	1.692	2.484	-0.246	-0.156	-0.121	-0.092	0.048	0.091	0.11	0.121	0.129	0.146	0.166	-0.308	-0.182	-0.1	-0.074	0.037	0.063	0.098	0.153	0.205	0.482
560	Nocardicin B	-1.609	-1.367	-1.201	-0.984	-0.855	-0.518	-0.363	0.562	0.677	0.752	1.166	-0.294	-0.087	-0.062	-0.046	-0.036	-0.025	-0.016	0.033	0.072	0.095	0.223	-0.244	-0.152	-0.071	-0.057	-0.042	-0.02	0.05	0.1	0.169	0.436
561	Cephaloglycin	-3.472	-2.862	-1.521	-1.2	-0.962	-0.739	0.414	0.642	0.846	1.164	2.519	-0.383	-0.222	-0.206	-0.186	-0.139	-0.117	0.035	0.09	0.121	0.246	0.278	-0.285	-0.212	-0.18	-0.147	-0.11	-0.055	0.081	0.154	0.333	0.565
562	Cephaloglycin	-3.606	-2.32	-1.646	-1.193	-0.88	-0.723	0.447	0.604	0.85	1.019	2.096	-0.255	-0.201	-0.166	-0.141	-0.106	-0.082	0.043	0.094	0.104	0.116	0.336	-0.303	-0.188	-0.138	-0.128	-0.068	-0.047	0.099	0.123	0.176	0.248
563	Cephalothin	-3.498	-2.447	-1.773	-0.913	-0.863	-0.047	0.576	0.807	1.017	1.399	2.185	-0.286	-0.242	-0.217	-0.177	-0.12	-0.016	0.095	0.102	0.115	0.152	0.302	-0.291	-0.218	-0.156	-0.099	-0.069	-0.012	0.106	0.118	0.212	0.269
564	BL-S217	-2.574	-1.29	-0.938	-0.836	0.364	0.741	0.863	0.973	1.06	1.719	2.525	-0.259	-0.136	-0.108	-0.079	0.04	0.062	0.094	0.109	0.123	0.165	0.189	-0.237	-0.169	-0.117	-0.064	0.03	0.044	0.124	0.139	0.23	0.334
565	Cefotaxime	-2.103	-1.369	-1.093	-0.931	-0.608	0.344	0.53	0.789	1.037	1.36	2.089	-0.251	-0.189	-0.148	-0.111	-0.044	0.043	0.085	0.111	0.136	0.154	0.209	-0.518	-0.221	-0.152	-0.073	-0.034	0.049	0.098	0.151	0.213	0.621
566	Ceftriaxone	-2.145	-1.426	-1.307	-0.97	-0.844	-0.595	0.571	0.804	0.907	1.169	1.964	-0.223	-0.18	-0.128	-0.096	-0.082	-0.054	0.045	0.078	0.107	0.12	0.182	-0.362	-0.204	-0.126	-0.081	-0.059	-0.04	0.085	0.114	0.133	0.248
567	Cephalothin	-3.572	-2.673	-1.558	-0.952	-0.775	-0.032	0.633	0.873	1.008	1.49	2.112	-0.247	-0.217	-0.198	-0.171	-0.107	-0.004	0.091	0.108	0.111	0.157	0.234	-0.266	-0.241	-0.168	-0.078	-0.051	0.003	0.113	0.121	0.176	0.243
568	Cefotaxime	-2.154	-1.35	-1.199	-0.945	-0.73	0.388	0.59	0.734	1.012	1.287	1.735	-0.235	-0.196	-0.126	-0.104	-0.062	0.045	0.088	0.117	0.162	0.19	0.217	-0.354	-0.26	-0.099	-0.075	-0.049	0.051	0.133	0.157	0.227	0.586
569	Cephalothin	-4.019	-2.666	-1.611	-0.986	-0.827	-0.055	0.641	0.713	0.932	1.461	1.949	-0.281	-0.225	-0.202	-0.136	-0.123	-0.011	0.079	0.096	0.112	0.15	0.275	-0.285	-0.194	-0.136	-0.091	-0.063	-0.003	0.11	0.122	0.158	0.284
570	Cephalothin	-4.112	-2.612	-1.833	-0.97	-0.802	-0.055	0.596	0.797	0.974	1.554	2.076	-0.385	-0.254	-0.195	-0.158	-0.118	-0.019	0.087	0.107	0.113	0.134	0.334	-0.267	-0.225	-0.169	-0.119	-0.063	-0.002	0.093	0.119	0.198	0.264
